scenario_id,has_lesion,lesion_size_mm,lesion_x,lesion_y,lesion_z,epsilon_variation,sigma_variation,antenna_offset,coupling_thickness,noise_level,split,group,size_bucket,region,shape,epsilon_anomaly_variation,sigma_anomaly_variation,background_epsilon_variation,background_sigma_variation
348,1,22.7286,-0.002777,-0.004033,0.04736,1.4021,5.9594,-0.25,0.03,low,train,A_anomaly,large,deep,ellipsoid,-1.6108,7.9002,1.4021,5.9594
349,1,12.1405,-0.01602,-0.001385,-0.036933,6.0545,9.8091,-0.75,0.01,low,train,A_anomaly,medium,left,ellipsoid,12.459,-5.8725,6.0545,9.8091
350,1,7.1607,-0.024931,0.023685,-0.030344,-0.6253,3.2207,-0.5,0.02,low,train,A_anomaly,small,left,sphere,3.6599,-14.023,-0.6253,3.2207
351,1,20.1127,-0.008268,0.039273,0.050975,9.5787,9.7468,-0.25,0.03,low,train,A_anomaly,large,boundary,sphere,-3.7315,-10.1121,9.5787,9.7468
352,1,18.7293,0.034659,-0.016095,-0.055886,-7.6094,2.865,-0.75,0.01,high,train,A_anomaly,medium,right,sphere,11.5324,-8.8148,-7.6094,2.865
353,1,24.3618,0.024205,0.018939,0.025321,-8.2248,5.0136,-0.5,0.02,low,train,A_anomaly,large,right,ellipsoid,7.2416,-5.844,-8.2248,5.0136
354,1,8.6574,-0.031382,0.01279,0.042007,9.0755,-0.1048,-0.25,0.03,medium,train,A_anomaly,small,left,ellipsoid,8.9998,2.4709,9.0755,-0.1048
355,1,22.3123,0.030823,0.0265,-0.050467,2.5756,-6.0133,-0.75,0.01,high,train,A_anomaly,large,right,sphere,6.6386,11.0458,2.5756,-6.0133
356,1,24.8697,-0.041831,0.013788,0.001078,-5.3036,-7.8888,-0.5,0.02,medium,train,A_anomaly,large,left,sphere,-0.1413,-4.6729,-5.3036,-7.8888
357,1,27.2326,0.024403,0.019121,0.026513,2.332,2.9875,-0.25,0.03,low,train,A_anomaly,large,right,sphere,3.974,-1.303,2.332,2.9875
358,1,8.5681,0.017426,0.043616,0.032402,-3.5585,1.7019,-0.75,0.01,low,train,A_anomaly,small,boundary,sphere,10.6058,2.706,-3.5585,1.7019
359,1,9.3947,-0.025499,-0.011506,-0.009694,2.1822,-3.7974,-0.5,0.02,low,train,A_anomaly,small,left,sphere,-1.9494,8.5586,2.1822,-3.7974
360,1,24.9778,0.010597,-0.003132,-0.007338,2.9894,-5.8243,-0.25,0.03,low,train,A_anomaly,large,deep,sphere,8.9943,-14.5271,2.9894,-5.8243
361,1,21.102,0.039295,0.022571,-0.0126,-1.794,0.1231,-0.75,0.01,low,train,A_anomaly,large,right,sphere,3.4811,2.8362,-1.794,0.1231
362,1,10.1595,-0.033053,0.015222,-0.058554,8.938,-5.5302,-0.5,0.02,low,train,A_anomaly,medium,left,sphere,-12.5654,-9.712,8.938,-5.5302
363,1,21.0541,0.039854,0.003774,0.035857,7.4972,-9.2565,-0.25,0.03,medium,train,A_anomaly,large,right,sphere,-1.6594,8.3007,7.4972,-9.2565
364,1,7.1262,0.034823,0.024979,0.054684,-2.2566,3.1568,-0.75,0.01,medium,train,A_anomaly,small,boundary,sphere,-14.9036,-11.2954,-2.2566,3.1568
365,1,19.4146,0.003398,0.004431,0.008856,5.3325,-3.8998,-0.5,0.02,high,train,A_anomaly,medium,deep,sphere,1.3166,-3.9579,5.3325,-3.8998
366,1,11.0484,0.030102,0.009226,0.052651,1.3118,-6.9471,-0.25,0.03,medium,train,A_anomaly,medium,right,sphere,12.1933,13.9674,1.3118,-6.9471
367,1,20.9071,-0.045484,-0.02744,0.029328,8.2049,9.2301,-0.75,0.01,medium,train,A_anomaly,large,left,ellipsoid,-13.0743,-8.946,8.2049,9.2301
368,1,14.1516,0.015003,0.017401,0.055787,-8.2965,-2.9986,-0.5,0.02,low,train,A_anomaly,medium,right,sphere,-9.4425,5.8168,-8.2965,-2.9986
369,1,16.5,-0.037979,-0.004711,-0.00771,-2.8449,0.488,-0.25,0.03,medium,train,A_anomaly,medium,left,ellipsoid,8.7255,-11.7203,-2.8449,0.488
370,1,23.6579,0.025538,0.022051,-0.023514,-5.8344,-5.8786,-0.75,0.01,low,train,A_anomaly,large,right,ellipsoid,-14.71,10.7451,-5.8344,-5.8786
371,1,16.7076,0.035044,-0.012361,0.043736,7.6994,-0.6853,-0.5,0.02,low,train,A_anomaly,medium,right,sphere,-4.3754,14.7318,7.6994,-0.6853
372,1,22.2985,-0.044816,0.008328,-0.049819,9.4527,-6.2266,-0.25,0.03,medium,train,A_anomaly,large,left,sphere,-14.414,2.7379,9.4527,-6.2266
373,1,26.9433,-0.029586,0.015439,-0.049908,5.199,-1.6914,-0.75,0.01,medium,train,A_anomaly,large,left,sphere,6.4363,4.6907,5.199,-1.6914
374,1,5.6781,-0.000961,-0.008184,0.023986,7.2189,-8.6726,-0.5,0.02,low,train,A_anomaly,small,deep,ellipsoid,13.0393,8.1643,7.2189,-8.6726
375,1,6.0159,-0.047123,-0.026778,-0.004809,8.8382,-4.1305,-0.25,0.03,medium,train,A_anomaly,small,left,sphere,-8.6519,0.8589,8.8382,-4.1305
376,1,14.0417,0.015706,-0.051869,-0.067945,5.2342,1.3315,-0.75,0.01,medium,train,A_anomaly,medium,boundary,sphere,6.3232,-5.2952,5.2342,1.3315
377,1,21.1848,-0.047414,-0.006277,0.051376,-0.1705,-6.5121,-0.5,0.02,medium,train,A_anomaly,large,boundary,sphere,-12.2853,6.8524,-0.1705,-6.5121
378,1,15.9432,0.016787,-0.026992,0.044299,-9.605,-8.0732,-0.25,0.03,high,train,A_anomaly,medium,right,ellipsoid,-2.9377,-13.8053,-9.605,-8.0732
379,1,28.0404,-0.008108,0.002523,0.008101,-9.8917,4.5643,-0.75,0.01,medium,train,A_anomaly,large,deep,ellipsoid,0.149,5.9526,-9.8917,4.5643
380,1,22.0494,0.042819,0.021796,0.028163,-2.3371,1.8042,-0.5,0.02,high,train,A_anomaly,large,right,sphere,14.3795,5.5373,-2.3371,1.8042
381,1,15.853,-0.034551,-0.01416,0.004708,3.7199,-4.7771,-0.25,0.03,low,train,A_anomaly,medium,left,sphere,-5.083,-3.4851,3.7199,-4.7771
382,1,17.5398,-0.038493,-0.015827,0.065734,-3.4491,4.8461,-0.75,0.01,medium,train,A_anomaly,medium,left,ellipsoid,8.4442,-1.7146,-3.4491,4.8461
383,1,7.1996,0.012653,0.043095,0.027157,-6.3485,9.8096,-0.5,0.02,low,train,A_anomaly,small,boundary,ellipsoid,3.1842,-3.354,-6.3485,9.8096
384,1,8.928,-0.005166,0.005346,0.026787,-1.1758,7.6388,-0.25,0.03,high,train,A_anomaly,small,deep,ellipsoid,-1.5203,-6.1744,-1.1758,7.6388
385,1,5.4151,0.021908,-0.016914,-0.061781,8.1893,1.3409,-0.75,0.01,medium,train,A_anomaly,small,right,ellipsoid,-0.6979,-14.8208,8.1893,1.3409
386,1,8.691,-0.034571,0.019872,-0.055913,-1.8452,-7.7014,-0.5,0.02,high,train,A_anomaly,small,left,ellipsoid,4.1914,13.9415,-1.8452,-7.7014
387,1,25.9198,-0.042722,-0.026599,0.003865,9.7956,-9.2865,-0.25,0.03,low,train,A_anomaly,large,left,sphere,-1.8528,11.4026,9.7956,-9.2865
388,1,23.3504,-0.049447,-0.001283,-0.040821,-0.4173,-8.0735,-0.75,0.01,medium,train,A_anomaly,large,boundary,sphere,5.9932,-2.2013,-0.4173,-8.0735
389,1,22.9121,0.040734,-0.01703,0.016656,-7.06,-4.3607,-0.5,0.02,high,train,A_anomaly,large,boundary,sphere,1.1917,8.8807,-7.06,-4.3607
390,1,9.4863,-0.030278,0.028353,-0.007242,-3.109,9.3817,-0.25,0.03,medium,train,A_anomaly,small,left,sphere,2.0557,11.3962,-3.109,9.3817
391,1,5.2928,0.019369,-0.00872,0.025343,-8.8089,-7.1746,-0.75,0.01,high,train,A_anomaly,small,right,sphere,-0.718,-9.1635,-8.8089,-7.1746
392,1,13.6504,0.047362,-0.026214,0.068464,4.9635,-7.0548,-0.5,0.02,medium,train,A_anomaly,medium,right,sphere,4.3393,4.351,4.9635,-7.0548
393,1,5.9971,-0.008748,0.007092,0.017734,-6.878,3.6567,-0.25,0.03,low,train,A_anomaly,small,deep,sphere,13.7674,5.4154,-6.878,3.6567
394,1,25.0935,-0.040418,-0.008015,0.02548,8.4387,-5.0063,-0.75,0.01,low,train,A_anomaly,large,boundary,ellipsoid,11.3686,3.8046,8.4387,-5.0063
395,1,14.8592,0.016567,0.039445,0.072436,-4.5856,-1.7283,-0.5,0.02,low,train,A_anomaly,medium,boundary,ellipsoid,2.2148,-3.5705,-4.5856,-1.7283
396,1,6.5404,-0.03656,0.019343,-0.029315,4.7488,3.9457,-0.25,0.03,medium,train,A_anomaly,small,left,sphere,-14.5629,1.8714,4.7488,3.9457
397,1,6.0616,0.031173,0.031402,0.028057,1.0151,8.7659,-0.75,0.01,low,train,A_anomaly,small,boundary,sphere,6.3206,-14.8987,1.0151,8.7659
398,1,17.4134,0.044928,0.011516,-0.027857,-8.7272,9.0106,-0.5,0.02,low,train,A_anomaly,medium,boundary,sphere,8.2439,-2.9557,-8.7272,9.0106
399,1,6.8753,-0.018933,-0.03649,-0.062725,9.8851,5.696,-0.25,0.03,medium,train,A_anomaly,small,boundary,sphere,-10.5715,10.7629,9.8851,5.696
400,1,26.6873,0.007946,0.052289,-0.033537,5.5231,-1.9053,-0.75,0.01,medium,train,A_anomaly,large,boundary,ellipsoid,-10.5535,-14.6385,5.5231,-1.9053
401,1,27.292,-0.038157,0.002115,-0.056879,2.1488,9.81,-0.5,0.02,medium,train,A_anomaly,large,left,ellipsoid,6.7311,-8.1713,2.1488,9.81
402,1,5.2543,0.031685,-0.011301,0.056229,8.2369,9.1345,-0.25,0.03,low,train,A_anomaly,small,right,sphere,-0.1492,-0.053,8.2369,9.1345
403,1,21.8237,-0.042649,-0.023969,-0.021177,4.3408,-1.3769,-0.75,0.01,low,train,A_anomaly,large,boundary,ellipsoid,-5.9239,1.5972,4.3408,-1.3769
404,1,16.6883,0.027275,0.023586,-0.031075,-0.5568,-9.8751,-0.5,0.02,high,train,A_anomaly,medium,right,sphere,-13.4254,12.5367,-0.5568,-9.8751
405,1,17.0158,-0.04026,-0.018768,-0.031777,4.9784,-5.7615,-0.25,0.03,low,train,A_anomaly,medium,left,sphere,-11.4595,-12.4807,4.9784,-5.7615
406,1,19.1821,0.001027,-0.002594,0.031201,3.0278,1.0272,-0.75,0.01,medium,train,A_anomaly,medium,deep,sphere,-10.0086,9.6384,3.0278,1.0272
407,1,9.2619,0.032633,-0.016635,0.008071,-4.1849,-0.6001,-0.5,0.02,high,train,A_anomaly,small,right,ellipsoid,10.3647,-10.0911,-4.1849,-0.6001
408,1,14.9364,-0.020877,0.029222,-0.001831,8.1651,7.7516,-0.25,0.03,low,train,A_anomaly,medium,left,ellipsoid,-2.8319,-6.9335,8.1651,7.7516
409,1,22.1124,0.03115,-0.025876,0.055137,-6.5896,-0.5504,-0.75,0.01,high,train,A_anomaly,large,boundary,sphere,-9.3384,-7.2613,-6.5896,-0.5504
410,1,9.437,-0.033665,-0.042747,0.050578,-6.9056,9.8011,-0.5,0.02,medium,train,A_anomaly,small,boundary,sphere,12.1955,11.7813,-6.9056,9.8011
411,1,9.2268,0.002853,-0.005649,-0.024521,4.3942,-1.9222,-0.25,0.03,medium,train,A_anomaly,small,deep,sphere,11.5323,1.8883,4.3942,-1.9222
412,1,29.4497,0.00915,-0.01121,0.008413,3.8181,-5.6789,-0.75,0.01,medium,train,A_anomaly,large,deep,sphere,-9.7396,-0.4105,3.8181,-5.6789
413,1,26.5678,-0.036524,-0.025323,0.012026,2.9695,9.0233,-0.5,0.02,low,train,A_anomaly,large,left,sphere,-0.4277,7.7186,2.9695,9.0233
414,1,5.1437,-0.029363,0.024591,0.031752,-5.313,-6.1625,-0.25,0.03,medium,train,A_anomaly,small,left,ellipsoid,12.8658,1.5625,-5.313,-6.1625
415,1,20.6298,-0.021337,-0.022694,-0.046054,7.0086,3.6241,-0.75,0.01,medium,train,A_anomaly,large,left,ellipsoid,-11.1447,-6.3837,7.0086,3.6241
416,1,23.7761,-0.041319,-0.012061,-0.044707,-3.7253,7.5544,-0.5,0.02,low,train,A_anomaly,large,left,ellipsoid,9.6066,-11.7581,-3.7253,7.5544
417,1,20.1898,-0.015472,-0.024157,0.004691,-6.0741,-1.4985,-0.25,0.03,low,train,A_anomaly,large,left,sphere,-7.1105,13.8037,-6.0741,-1.4985
418,1,13.2052,0.022417,0.015819,0.061967,8.9973,-8.521,-0.75,0.01,low,train,A_anomaly,medium,right,sphere,14.7018,-2.4766,8.9973,-8.521
419,1,22.9017,0.007724,-0.01122,-0.024205,-6.4853,7.612,-0.5,0.02,low,train,A_anomaly,large,deep,sphere,-3.8267,11.3397,-6.4853,7.612
420,1,6.5782,0.030856,-0.013981,-0.05475,-2.9496,-8.6492,-0.25,0.03,low,train,A_anomaly,small,right,sphere,11.045,3.8919,-2.9496,-8.6492
421,1,26.8278,-0.021884,-0.026623,0.068387,-3.3409,4.8522,-0.75,0.01,medium,train,A_anomaly,large,left,sphere,-8.9243,-11.6679,-3.3409,4.8522
422,1,6.2363,0.027927,-0.019442,0.03248,7.5507,4.6447,-0.5,0.02,high,train,A_anomaly,small,right,ellipsoid,13.9448,1.8111,7.5507,4.6447
423,1,6.6857,-0.053429,-0.007369,0.004236,2.6089,-1.6604,-0.25,0.03,high,train,A_anomaly,small,boundary,ellipsoid,13.0878,13.6058,2.6089,-1.6604
424,1,9.0813,-0.000836,-0.005799,0.001775,-7.3868,0.8181,-0.75,0.01,low,train,A_anomaly,small,deep,ellipsoid,7.2475,-2.2556,-7.3868,0.8181
425,1,8.7903,-0.040572,0.01908,-0.017067,-0.336,1.2512,-0.5,0.02,low,train,A_anomaly,small,left,sphere,2.7778,7.71,-0.336,1.2512
426,1,9.3587,-0.035528,0.003508,-0.009514,-4.2782,-5.4621,-0.25,0.03,high,train,A_anomaly,small,left,sphere,5.305,5.7293,-4.2782,-5.4621
427,1,9.7703,0.00034,-0.008434,-0.035421,-7.9245,-4.9699,-0.75,0.01,low,train,A_anomaly,small,deep,ellipsoid,9.9194,2.2313,-7.9245,-4.9699
428,1,9.0921,-0.019396,-0.004892,-0.007669,2.9224,9.2426,-0.5,0.02,high,train,A_anomaly,small,left,sphere,-11.1436,-11.8514,2.9224,9.2426
429,1,13.6313,-0.026495,0.045023,0.03902,5.3877,0.4493,-0.25,0.03,medium,train,A_anomaly,medium,boundary,ellipsoid,-11.3513,-5.1421,5.3877,0.4493
430,1,21.5593,-0.019907,-0.05015,0.058418,-3.6895,2.526,-0.75,0.01,low,train,A_anomaly,large,boundary,sphere,-7.0765,-9.7803,-3.6895,2.526
431,1,19.2457,-0.054275,0.006964,0.079773,-9.1996,2.7154,-0.5,0.02,medium,train,A_anomaly,medium,boundary,sphere,-10.9848,7.474,-9.1996,2.7154
432,1,29.0366,-0.01864,0.005397,0.068218,5.3325,-9.3439,-0.25,0.03,low,train,A_anomaly,large,left,sphere,10.5481,-8.7355,5.3325,-9.3439
433,1,24.7816,0.017742,-0.00046,-0.051158,2.959,-5.2147,-0.75,0.01,low,train,A_anomaly,large,right,sphere,2.4793,-11.5224,2.959,-5.2147
434,1,6.7675,-0.017912,0.042517,0.048708,8.9254,-6.8309,-0.5,0.02,low,train,A_anomaly,small,boundary,sphere,5.4956,-3.5669,8.9254,-6.8309
435,1,29.3321,0.007058,-0.004719,-0.032904,7.8348,6.1923,-0.25,0.03,high,train,A_anomaly,large,deep,sphere,9.6187,-0.4548,7.8348,6.1923
436,1,12.3708,-0.023836,-0.010281,-0.054465,2.848,-5.0962,-0.75,0.01,medium,train,A_anomaly,medium,left,sphere,-3.189,1.13,2.848,-5.0962
437,1,25.3821,-0.002349,0.00779,0.018398,-8.5844,7.3595,-0.5,0.02,high,train,A_anomaly,large,deep,ellipsoid,-6.3142,6.6893,-8.5844,7.3595
438,1,21.6561,-0.015575,0.020639,-0.04224,-0.926,2.2434,-0.25,0.03,high,train,A_anomaly,large,left,sphere,-2.3356,2.4508,-0.926,2.2434
439,1,15.8986,-0.020537,-0.027051,0.057152,-3.0042,1.1781,-0.75,0.01,low,train,A_anomaly,medium,left,sphere,6.8679,-7.355,-3.0042,1.1781
440,1,21.7186,0.051451,-0.011451,-0.016321,-6.9429,-6.4997,-0.5,0.02,low,train,A_anomaly,large,boundary,sphere,3.4844,3.8712,-6.9429,-6.4997
441,1,19.7114,0.02887,-0.029011,0.030696,-3.6069,-5.4627,-0.25,0.03,low,train,A_anomaly,medium,right,sphere,9.3883,10.2478,-3.6069,-5.4627
442,1,13.9468,0.014011,0.041522,0.049367,7.7869,-4.7545,-0.75,0.01,medium,train,A_anomaly,medium,boundary,sphere,8.8805,-1.909,7.7869,-4.7545
443,1,27.0106,-0.017566,-0.026232,0.009859,3.8193,-6.3692,-0.5,0.02,medium,train,A_anomaly,large,left,ellipsoid,2.9147,-7.2573,3.8193,-6.3692
444,1,9.1968,0.021497,-0.044736,0.026756,-4.47,-3.6728,-0.25,0.03,low,train,A_anomaly,small,boundary,sphere,-13.8258,-13.0298,-4.47,-3.6728
445,1,8.2163,0.017298,-0.029566,-0.027897,-9.688,5.1636,-0.75,0.01,low,train,A_anomaly,small,right,sphere,5.7155,13.8887,-9.688,5.1636
446,1,17.6641,-0.044923,0.026922,-0.072184,-4.4109,6.6964,-0.5,0.02,low,train,A_anomaly,medium,boundary,ellipsoid,7.366,14.8141,-4.4109,6.6964
447,1,13.1355,-0.001947,0.011779,-0.038291,2.8979,-6.2845,-0.25,0.03,high,train,A_anomaly,medium,deep,ellipsoid,0.8769,-6.9347,2.8979,-6.2845
448,1,25.7656,0.020957,-0.049751,0.041459,5.6843,3.0694,-0.75,0.01,low,train,A_anomaly,large,boundary,sphere,-10.4274,-11.1115,5.6843,3.0694
449,1,7.7932,-0.031218,0.01865,-0.005656,6.2635,3.7217,-0.5,0.02,low,train,A_anomaly,small,left,ellipsoid,14.1727,5.2833,6.2635,3.7217
450,1,8.9021,-0.027872,0.018258,0.03698,8.6463,8.3228,-0.25,0.03,medium,train,A_anomaly,small,left,sphere,-4.8427,7.3301,8.6463,8.3228
451,1,17.7299,0.003915,0.000948,-0.024768,7.7431,2.0112,-0.75,0.01,low,train,A_anomaly,medium,deep,sphere,-2.0498,-5.9233,7.7431,2.0112
452,1,28.8643,-0.001757,0.009593,0.037976,-9.3557,-0.7204,-0.5,0.02,low,train,A_anomaly,large,deep,sphere,-12.6725,-1.9149,-9.3557,-0.7204
453,1,29.0001,-0.052706,-0.008012,0.056025,7.771,0.2514,-0.25,0.03,medium,train,A_anomaly,large,boundary,sphere,0.3782,-9.609,7.771,0.2514
454,1,26.687,0.005583,0.010307,0.025941,4.0929,6.4127,-0.75,0.01,high,train,A_anomaly,large,deep,sphere,8.1772,-5.3206,4.0929,6.4127
455,1,7.0612,-0.00343,-0.004118,-0.048064,-3.625,1.585,-0.5,0.02,high,train,A_anomaly,small,deep,ellipsoid,14.324,13.4284,-3.625,1.585
456,1,22.4876,-0.008086,0.006807,0.030852,7.714,5.1823,-0.25,0.03,medium,train,A_anomaly,large,deep,sphere,3.7689,3.1234,7.714,5.1823
457,1,5.9095,-0.038693,-0.022042,0.006794,4.5635,-8.2329,-0.75,0.01,low,train,A_anomaly,small,left,ellipsoid,7.1164,-11.9533,4.5635,-8.2329
458,1,18.0597,0.049476,-0.022033,-0.035392,-1.4452,4.5067,-0.5,0.02,medium,train,A_anomaly,medium,right,sphere,6.7981,-2.4513,-1.4452,4.5067
459,1,13.7632,0.034008,0.021852,0.028206,9.6956,9.6024,-0.25,0.03,low,train,A_anomaly,medium,right,sphere,-13.8428,-10.432,9.6956,9.6024
460,1,9.382,0.006013,-0.008317,-0.014311,2.3416,9.5194,-0.75,0.01,low,train,A_anomaly,small,deep,sphere,-11.0566,-0.1498,2.3416,9.5194
461,1,13.4966,0.039952,-0.01142,0.074745,-5.5098,-6.313,-0.5,0.02,low,train,A_anomaly,medium,boundary,ellipsoid,-6.5192,0.1229,-5.5098,-6.313
462,1,7.3152,0.010633,0.002784,0.015651,8.4735,-7.706,-0.25,0.03,low,train,A_anomaly,small,deep,sphere,-8.1533,-9.5363,8.4735,-7.706
463,1,28.088,0.044362,-0.019299,0.060138,-9.1784,1.2371,-0.75,0.01,low,train,A_anomaly,large,right,sphere,-1.8096,9.0782,-9.1784,1.2371
464,1,8.5417,-0.037839,0.006719,-0.058667,-6.1253,1.1935,-0.5,0.02,medium,train,A_anomaly,small,left,sphere,-12.6498,-8.5899,-6.1253,1.1935
465,1,28.6586,0.040591,0.018443,-0.063541,5.9044,8.8724,-0.25,0.03,low,train,A_anomaly,large,right,sphere,-13.4474,-13.001,5.9044,8.8724
466,1,14.2021,-0.001567,0.00274,0.048021,6.028,-8.8252,-0.75,0.01,high,train,A_anomaly,medium,deep,sphere,-12.8143,11.385,6.028,-8.8252
467,1,27.5288,0.010034,-0.007801,-0.03983,-9.4297,8.2817,-0.5,0.02,low,train,A_anomaly,large,deep,sphere,-4.9924,3.0783,-9.4297,8.2817
468,1,11.0437,0.034045,0.020854,-0.047105,9.2362,8.4781,-0.25,0.03,medium,train,A_anomaly,medium,right,sphere,-7.7885,7.5094,9.2362,8.4781
469,1,8.4558,0.017987,0.002245,-0.014136,3.4847,-4.8323,-0.75,0.01,medium,train,A_anomaly,small,right,sphere,-11.8167,-8.2103,3.4847,-4.8323
470,1,10.2017,-0.034396,-0.03223,0.028346,3.9289,-4.7584,-0.5,0.02,high,train,A_anomaly,medium,boundary,sphere,1.1159,-0.1267,3.9289,-4.7584
471,1,15.8632,-0.038504,-0.009587,0.068753,6.8571,4.4039,-0.25,0.03,low,train,A_anomaly,medium,left,ellipsoid,2.8768,-14.3555,6.8571,4.4039
472,1,16.4234,-0.021514,-0.002433,0.016938,-5.0778,-5.6763,-0.75,0.01,medium,train,A_anomaly,medium,left,ellipsoid,-12.3124,-6.366,-5.0778,-5.6763
473,1,5.2338,-0.030416,0.003606,-0.017893,-0.3134,-9.8704,-0.5,0.02,medium,train,A_anomaly,small,left,sphere,-9.9914,9.6588,-0.3134,-9.8704
474,1,23.1614,0.010285,-0.043718,0.043551,5.9907,-2.3582,-0.25,0.03,medium,train,A_anomaly,large,boundary,sphere,13.1515,-3.8983,5.9907,-2.3582
475,1,20.0884,-0.020805,0.000122,-0.022,-5.8193,4.2265,-0.75,0.01,low,train,A_anomaly,large,left,ellipsoid,-2.283,14.2664,-5.8193,4.2265
476,1,8.4325,-0.022966,0.03324,0.044032,-3.5765,-1.2592,-0.5,0.02,low,train,A_anomaly,small,boundary,sphere,-14.8813,-4.253,-3.5765,-1.2592
477,1,6.0627,-0.045485,-0.008683,-0.006161,5.6474,0.8119,-0.25,0.03,medium,train,A_anomaly,small,boundary,ellipsoid,4.7551,-10.2225,5.6474,0.8119
478,1,9.6391,0.025774,-0.03908,0.000179,-5.5104,-6.5931,-0.75,0.01,high,train,A_anomaly,small,boundary,sphere,-8.0788,4.668,-5.5104,-6.5931
479,1,20.2891,0.043638,0.027287,-0.033981,1.1666,-1.3622,-0.5,0.02,low,train,A_anomaly,large,right,sphere,-6.0853,-14.991,1.1666,-1.3622
480,1,28.0536,-0.008593,0.005134,-0.009875,9.4745,3.1641,-0.25,0.03,low,train,A_anomaly,large,deep,ellipsoid,-0.4514,7.3142,9.4745,3.1641
481,1,10.0755,0.041763,0.029737,-0.034083,-2.8272,-0.4679,-0.75,0.01,low,train,A_anomaly,medium,right,sphere,1.0309,-12.5445,-2.8272,-0.4679
482,1,28.6608,-0.016524,0.0144,0.034245,-7.6178,0.3799,-0.5,0.02,medium,train,A_anomaly,large,left,ellipsoid,12.3255,-10.5697,-7.6178,0.3799
483,1,26.538,0.006817,0.011181,0.016127,-0.7275,-9.7105,-0.25,0.03,low,train,A_anomaly,large,deep,sphere,-8.4196,-7.9608,-0.7275,-9.7105
484,1,25.2339,0.040941,-0.004907,0.05456,3.072,-0.2597,-0.75,0.01,low,train,A_anomaly,large,right,sphere,11.3142,-1.8927,3.072,-0.2597
485,1,28.5225,0.021024,0.003698,-0.047041,-9.6089,0.8325,-0.5,0.02,low,train,A_anomaly,large,right,ellipsoid,3.0904,7.613,-9.6089,0.8325
486,1,25.5478,0.015221,-0.00051,0.018513,-1.7011,4.6147,-0.25,0.03,medium,train,A_anomaly,large,right,sphere,-13.6306,6.6924,-1.7011,4.6147
487,1,6.7693,0.023678,0.01636,0.026983,7.362,6.2197,-0.75,0.01,low,train,A_anomaly,small,right,ellipsoid,0.4574,4.4704,7.362,6.2197
488,1,7.3264,-0.041543,-0.009543,-0.076113,5.9445,-8.8454,-0.5,0.02,low,train,A_anomaly,small,boundary,ellipsoid,4.2846,-9.0062,5.9445,-8.8454
489,1,19.7799,0.045024,-0.026405,-0.057485,4.2081,0.644,-0.25,0.03,low,train,A_anomaly,medium,right,sphere,-0.6771,8.7735,4.2081,0.644
490,1,26.0562,-0.008453,-0.009835,0.001148,7.7414,-3.7251,-0.75,0.01,medium,train,A_anomaly,large,deep,sphere,5.7824,13.6198,7.7414,-3.7251
491,1,23.5962,0.03409,-0.022324,0.073175,0.3021,-2.0008,-0.5,0.02,low,train,A_anomaly,large,boundary,ellipsoid,-1.0883,-12.7818,0.3021,-2.0008
492,1,14.5259,0.037661,0.003432,0.025222,-3.7718,-4.2226,-0.25,0.03,medium,train,A_anomaly,medium,right,ellipsoid,4.1686,6.1193,-3.7718,-4.2226
493,1,9.6215,0.048375,0.009867,-0.019079,4.7578,0.3223,-0.75,0.01,medium,train,A_anomaly,small,right,ellipsoid,13.1165,6.3074,4.7578,0.3223
494,1,20.7433,0.049733,0.008823,-0.035798,2.6058,8.6597,-0.5,0.02,low,train,A_anomaly,large,boundary,sphere,8.6184,0.5056,2.6058,8.6597
495,1,12.8806,-0.015648,0.014958,0.002623,9.2217,0.1424,-0.25,0.03,low,train,A_anomaly,medium,left,ellipsoid,1.535,4.63,9.2217,0.1424
496,1,5.4671,0.030803,0.016063,0.017717,1.6811,0.4891,-0.75,0.01,medium,train,A_anomaly,small,right,sphere,9.2558,0.7857,1.6811,0.4891
497,1,19.1842,0.040962,-0.015986,0.000295,5.5876,-6.5206,-0.5,0.02,low,train,A_anomaly,medium,right,sphere,12.9312,-1.4949,5.5876,-6.5206
498,1,22.0905,0.04223,0.024468,0.027318,-4.0953,-3.0741,-0.25,0.03,medium,train,A_anomaly,large,boundary,sphere,1.3699,13.3328,-4.0953,-3.0741
499,1,9.7691,0.037593,-0.006906,0.039824,-9.2526,4.6944,-0.75,0.01,low,train,A_anomaly,small,right,sphere,3.4293,-10.7232,-9.2526,4.6944
500,1,16.9368,-0.010519,0.003999,0.005921,-0.0584,-3.357,-0.5,0.02,low,train,A_anomaly,medium,deep,sphere,-12.4467,-3.2274,-0.0584,-3.357
501,1,22.0753,0.032951,-0.026473,-0.067685,-0.8719,-3.6544,-0.25,0.03,medium,train,A_anomaly,large,right,sphere,7.7651,4.6772,-0.8719,-3.6544
502,1,5.4452,-0.054363,-0.001494,-0.069122,1.5403,4.0994,-0.75,0.01,low,train,A_anomaly,small,boundary,sphere,-7.6675,-13.0084,1.5403,4.0994
503,1,10.2082,0.031229,0.006209,0.040446,-4.5005,-9.4783,-0.5,0.02,high,train,A_anomaly,medium,right,ellipsoid,4.7557,6.6098,-4.5005,-9.4783
504,1,18.1124,0.026791,-0.01771,-0.045941,5.8995,1.6412,-0.25,0.03,low,train,A_anomaly,medium,right,ellipsoid,0.5958,1.263,5.8995,1.6412
